text,sentiment
_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,1
i so wish i could get pregnant!!,1
 im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,1
 Hiya! Missed you too! What have you been up to?,-1
Really sick,-1
"Thx, Robban  http://www.sk-gaming.com/match/17905",1
 thanks JK!!!  Love ya to death,1
Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.,1
So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks,-1
" G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!",1
Prom is so over rated!! Irritated... Going to bed goodnight,-1
" english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.",-1
 i want chinese food really baaad.,1
"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure",1
 ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,1
  sad face.,-1
Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,-1
Already misses ,-1
"_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!",1
  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,1
" awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL.",-1
 I would vote for you Miley but I live in Ireland  You`ll be fine  Good luck! SlÃÂ¯ÃÂ¿ÃÂ½n!(bye in irish ) Sorcha xxxx,1
"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out.",-1
I feel so deflated. No more doggy.,-1
 Omg really??  I sowwy! I`ll do it again! :-p I was tired when I did that this morning. :-p lol!,-1
"owww, back pain  hm, walmart or no? i could get cupcakes~",-1
Making my boyfriend look different.  He`s  cute no matter what. <3,1
 LOL thx,1
 well there go my peace corps prospects.,1
" Good idea! I`ll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",1
 i`m not in the best financial situation myself at the moment. i`m beyond broke. my money is spend as soon as i earn it atm,-1
"If recent experience is anything to go by, I fear I might be going off Indian food. This is not good, people. Not good",-1
 i wish i wasn`t all  bummed but i kinda am,1
 Hey Mitchel when will you be live again? I didn`t get a chance to call you,-1
Back is SORE... should not have done that jump last night,-1
'Brides a la mode' pow wow first thing this morning   This past weekend`s lovely wedding fresh in my mind... pics soon!,1
"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",1
 Yep. Nothing to worry about.,1
back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.,-1
Wow what a storm we just had!!! Now no power,1
getting my phone back this week  yeeeewww,1
back from school  daily show was amazing  gonna watch it again later i think xD,1
_breez Yer please do! Have a good day!,1
 hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!,1
right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail,1
watching Army Wives and it always makes me cry,-1
productive day 1,1
 gotta love the summer,1
_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!,1
 Cool. That`d be fantastic!,1
" Yes, but I`m quite rusty.  I`m hoping to get back to it and 'tune up' my skills.  Tim plays guitar.  We threaten duets.",-1
Hey everybody!  hah this day is cool! just got back from walk with the dog...  OMGosh! Send me the link again please!,1
 srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,-1
 me because I might not have enough money for college!!!,-1
I love how when I leave my laptop on my bed it creates a nice toasty spot,1
 Does it start tomorrow?  I was going to book Sam on that and forgot,-1
" salt and vinegar, cheese and onion make your breathe smell lol  ****",-1
 You`re welcome. There!  I added you already!,1
" Sorry to hear about your dude probs, what is it that`s too much?",-1
Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.,-1
"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",-1
TODAY FRIDAY: I really hope you will read my messages here and reply to me soon. I could not reach you by phone before you go to work.,1
 whatever i know you like it.  HAHAHHAH!,1
oh no! my fun weekend with friends is gone! my mother has made a family weekend of it!  ****,-1
Good morning twitterland. Happy Monday,1
thanks timmy.  turns out he has strep and a high fever.,1
" oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days",1
keeping it chilled.,1
what a beautiful day not to got to my first class,1
 Fabulous. And I didn`t get that pic  Gmail be acting the fool sometimes. Can u DM me it?,1
_ that sucks!,-1
 yes it does,1
_datti Thanks sankar for ur wishes,1
"I love waking up and thinking it`s a weekday, but then realizing it`s the weekend.",1
" sorry bout the cat,",-1
Up and washed  I`m clothing myself as I type xD WOOOO,1
 miss u too. I`m still at a club...u know...west coast ****!,-1
 love love love pot psycology. My Friday night treat,1
Happy Star Wars Day  May the fourth be with you!,1
_art That would be the one.  It`s awesome sauce.,1
" I`ve never been to Prague, but if i had the money, it`ll be in the 10 first cities I visit",1
"_ really!? that son of a ****, screw him, ill talk to on msn later k  xox",-1
" We didn`t...but we did have to wait a good twenty minutes for one.  Good night, though!",1
 I always hope they will die out but then i see the the old ones and it makes me sad,-1
 don`t follow me. You will ruin my twitter experience,-1
Blah to car repairs... almost 600 dollars...   Shopping around for a better deal.,-1
Weetabix and Choco milk  Yum!,1
I`m sad to have lost another person close to me to cancer,-1
_Nutbar Good morning  how are you? #TwitterTakeover,1
"_la ben`s dreams make me so saddddddd  i want them to be togetherrr. i swear if this **** gets me bawlinggg, so help me..",-1
30 year old Barbie dolls still can rock it...that girl was H-O-T!  and Ken ain`t so bad either!  now those are memories!,-1
this weather makes my fingers numb / still waiting,-1
 LOL yeah ima mama  thanks. happy mama`s day and lakers day! i love it!,1
http://yfrog.com/0xoxij Fry bread is good but they only gave me a little pinch of lettuce  ha ha,1
 Its WoW! effect  Thanks for the update.,1
"got up at 8 today, and also misses his friend ",-1
Gonna go to work with my honey today!!!! So exciting!!!,1
_ aww thats too bad you lost it though,-1
I hate going online and looking at the balance in the bank.  its always a lot lower than I need it to be.,-1
_x How did your Geo ISU go? I swear I just had the worse day ever..,-1
"And you could have it all, my empire of dirt! I`m in a&e with dad I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!",-1
Out for ultimate training. looking forward to the sunset!,1
going to work once again. what a great few days off i had. now it`s over  but atleast i get 2 more commin up wahooooooo,1
"'you said 'darling what happened? did I fall asleep, and you carry me home? Cuz I know I wasn`t here'' Goodnight twitterererers",1
 I broke my ipod,-1
_banks 'Something must be wrong. Only found 17 July Harl/Sil books I wanted,-1
 Haha and you should! State pride is important,1
" Ugh, did you just say your friend might have swine flu? OMG, why?",-1
" haha no problem, it`s fun isn`****",1
"Finally got to wash my hair! I feel much better now, but I gotta dry it ... Effffffort.",1
finally feel back into swing of things here at work after getting married last week! sigh of relief for no more wedding planning!,1
 that sucks  booo.,-1
looks like we`re rained out for weekend climbing,-1
 oh ****!!,-1
 i dont really trust the judgements and vouches of _xo   jk. i`ll think about becoming a friend of yours,-1
 Jesus heals,1
 Your birthday? WELL Happy birthday,1
 did you tweet me? i thought i remembered seeing one but i cant see it now! SO glad teatree is ok!,1
 Happy birthday in 2 hours and 54 minuets  Haha,1
Glad to see it`s a typical Bank Holiday weather wise - I was going to do so much today - yeah right!,1
 Hayley Williams is pretty much amazzing,1
 not really having a good night... missing my little girl...,-1
  miss you captain,-1
" OI, are you mocking the fact I dont cry at tv things?!  *Feels bad*xxx",-1
is excited!  http://plurk.com/p/stk04,1
 hmmm really??? that`s weird idk about that one  sowwy,-1
 oh that looks boring  and even more boring you have an exam on a saturday,-1
 Thanks though - am trying to be positive!!  Wine may not be helping lol!!  Wish I could make the gigs.....,1
 i think my niece got me sickee  lame.,-1
Rise and shine  Time to get prettifide.,1
" I tried sooooo hard to work from home today, but failed  Not my fault though.",-1
 Gosh I`ve a stinky old headache. Maybe I should have lunchfast,-1
I love my life  Ni night twitter!<3,1
Succesfully following Tayla!!,1
 Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there,1
trying to learn to tweet!!  it`s all good I hope..,1
"Bleargh. I can never clean as much of my house as I want to before work, no matter how early I wake up. Today: sink, laundry.",-1
"Great, social network sites are still growing",1
 So...I was half asleep when I wrote the previous message. Greatest friends !!haha  You are!!,1
some of my new followers are pretty cool tweeps; check `em out.,1
"no work today! went shopping, and now relaxing  &learning for the toefl",1
 yay asap lol awwh I miss our friday night happy hours even luna del sea and the 'boy' hahahaha,-1
 Cowboy westerns...haven`t seen those in a while. good luck,1
 It`s already over? ****!,-1
My dad knows i got drunk today. And i didnt get in trouble.,1
" Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****",-1
 **** i wanna see the rest!! i only saw like 30 minutes,-1
Happy mothers day mom!!!  i love you.,1
"burning cd`s,,,,,,,,, **** outa blank disc`s",1
" new album is truly genius, so happy with it",1
 you`re alive!!!!!!  Go w/ The Notebook...it`ll make you cry and stuff,-1
 Okaii Cool!  I Can`t Wait For The Series To Begin It`s Guna Be Awesome  x,1
crying to A Walk To Remember as usual,-1
happy star wars day everyone  off to celebrate with the family... ok we`re not celebrating it but i am going round to the famo`s...,1
"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there`s this guy in the video that`s really frickin hot!",1
"we finally hit 1,000 friends! thanks!",1
I`m at work....bored out of my mind.,-1
 http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack,1
The Heater blew up,-1
 i tried. and failed,-1
"  just finished mine, some parts were remarkably difficult  cramming kanji now!",-1
why is everyones tweets about britains got talent?! i feel left out,-1
yay mothers day  i love mi madre,1
They wouldn`t reverse any of my overdraft fees.,-1
_N9ne I`m not having a good day,-1
i miss the Soulja Boy dance...,-1
"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!",-1
11 Days left until freedom. I really just want to get through this weekend. I hate essays.,-1
  lol you guys are awesome,1
"Home, good night world",1
" http://twitpic.com/4vtlm - awww, she is really cute",1
got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!,1
lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one,-1
Happy Mother`s Day all of the mom`s around the world!  I love mine more than anything in the world and can`t wait to celebrate! WOO!,1
I put a real pic of myself up. I`m going to miss the avatar.,-1
doing my folio work but keep on getting distracted by deb pics,-1
I can`t sleep. I can`t find my grandmother`s quilt or locket. I`m sick at myself cause I may have lost them somehow. Or they were stolen,-1
Had to take my bad **** dog to the pet hotel....so sad,-1
"Wow, its hot and miserable. People are probably killing themselves right about now...",-1
 Thanks mama ! I absolutely adore her,1
" i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.",1
Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.,1
we`ll be visiting my grandparents later. BTW i just heard katy perry`s HOOK UP whew so cool i love it more than k.clarkson`s version,1
"  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",1
gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,-1
 I hate cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.,-1
" you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",1
_jonas101 WOW they`re totally amazing and they`re more than awesome,1
Just got laid off  stupid economy!,-1
http://twitpic.com/67i90 - My plans have been ruined,-1
"nothing better than to have your Grandaughter smile and nothing feels better than that big hug!! Grandkids, what a hoot!",1
 oh I know. and I aprreciate it  it can be my back up plan,1
" Yes, I would love some more cowbell!",1
Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,-1
"Don`t think I`m gonna be able to go to see the JB 3D Concert...wrong time, no where very close by",-1
"I`m a sad panda, hulu doesn`t have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",-1
I`m gonna cry    I went bad at my History test ! I really hate History  !,-1
_ Truetrue  But he`s not! xD,1
"Sad I missed  going away party due to too much work, but I really am gonna miss that kid",-1
One of the most random phone calls ever. My god kill me now.,-1
& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,1
"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",-1
tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,1
it makes me sad when people phones are sick,-1
taking care of sick children,1
 welcome to my life,1
" Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I`m excited to record that on Wednesday",1
 oh sweet! I`ll definitely check it out when I get the chance...,1
 Youuuu`re an aaass  my aaass loooool,-1
"I want to ride my bicycle today, but it`s too cold and cloudy today",-1
" Thank you! One day at a time, right?",1
" I missed mine, too. Not fun...",-1
_e thanks for following me. Nice to meet you,1
Danny cut his beautiful curls,-1
God is so good!!,1
forcing myself to watch the movie 1984 for my book report  im lazy to read,-1
" thanks amy, its full of hotness",1
 don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,-1
can`t be arsed to get out of bed  hello sunshine,-1
Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),-1
 Cheese and Onion! Vinegar taste weird on crisps! England`s got loads of weird crisps flavorus  lol.. What do you like ? x,-1
 Thank yooou! I might have to get it seen to... hm...  ****,1
Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite,1
Sore throat. This is not good. I have four performances this weekend.,-1
 it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,-1
So disappointed about the talent lineup for 'ReventÃÂ¯ÃÂ¿ÃÂ½n Super Estrella 2009'...hmm...Have the feeling I won`t get tix this time around.,-1
" can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager.",1
 how crappy for him,-1
its freezing cold! i cant function right in this type of weather. starving to the max,-1
Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,-1
_k_2k - Y!360 closing? get out!,-1
" aww if I could, I would...  GBY ;)",1
I ate too many kisses.,-1
 Thanks for the warning. Good thing my heart is unbreakable.,1
 ... like you`re stuff!  Strange voicemails! http://bit.ly/yKxms,1
 Well done! Happy for ya.,1
"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",1
Thinks FML should changed to LML (love my life),1
"Ha,  i`m giving spymaster a chance - just curious! will miss u",-1
"Loves the 2nd half of even days, orch and jazz band with daddy",1
is tired. And turning off the Internet. You can play on it in the morning.,-1
happy star wars day,1
Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.,-1
Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,1
is tired of summer already,-1
 I`ve given up on pizza - kids would never let me have my fav  (the hot ones),-1
im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,-1
 Thats great,1
i wish i could teach my dog how to play xbox!  alas...no thumbs,-1
 thanks! I`m totally bushed today though time for some coding,1
Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,1
" haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess",-1
 shes must be a truly amazing woman for having a phenomenal son..,1
 very nice...i cleared my head,1
" umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",1
Happy Mother`s Day mom,1
#asylm yay registered but lost all my friends,-1
"church bellss are ringin  got to go. adieu,(god bless in german)",1
 watching dor on utv movies again great performance,1
did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,1
 probably not in this weather,-1
 no wonder you hate driving and country roads and stuff,-1
heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW,1
says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,1
 sorry to hear your news,-1
sad.. Daniel is leaving Florida now.. just gave him a big hug,-1
it`s mother`s day...i already bought and gave my mother`s day present to my mother.,1
Best friend is leaving to go back to school today..I am so sad,-1
has a new nick name - arosh ..i like i like,1
 i guess you get loads of emails & people asking you stuff al the time but i seriously wonder if you ever read my comments  x,-1
Ahh... I love Chinese music. Haha.  Not gonna see my luff til Thursday...,1
People are people...nooooo? Id never have guessed tht...idiot..im grouchy now,-1
 i see you hannah klein!. lookin good today,1
aha _marie my brother`s wallpaper on his phone is Dolly The Sheep  aha i`m loling.,1
Sending blessings out to ,1
Mudweight hauled in for last time by   http://yfrog.com/0zr2jqj,-1
"i cant believes its already Monday, the weekend went by soooo fast, keeping my fingers crossed that will too",-1
"Barack Obama is a legend, just watched his dinner speach, it was pretty funny",1
 Ouch. I won`t be down in Miami tomorrow morning. That sucks  It`s a cruise? Are you driving back the next Saturday?,-1
sadd..  last night in fl.. going back to AR tomorrow,-1
 sounds awesome..,1
 no. my school will start on June1.  two days to go. i still don`t want. :l,-1
"Tbh having no credit in your phone sux. i cant even text people to see what`s happening, like its totally grrrsville",-1
This month was a bad month to try and get an advert together for Kobold Quarterly,-1
 I`m concerned for that family,1
Idk i cant do ****,-1
only gets spam in her college email account now. What a way to rub in graduation.,-1
 I`m very much in tune with your words today. Thanks.,1
 how are you gonna get them? I got bitten,-1
" I`m so sad I missed your calling time, I got home from practice too late",-1
 im jealous.  im slaving away at the store and youre chilling on the boat.,-1
I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won`t be so bad... I was wrong,-1
" ooh, work im afarid  looking forward to a sunny weekeknd tho!!!",-1
putting 3 new consultants to work this week. it`s a good feeling!  congrats on your offers,1
Just snappy`s delivered some tea and ice cream. I love my sister.,1
FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF<3,1
 YEP  it`ll be awesome to the max =] haha,1
"_ Heading off to Poole around 4ish,  has some serious gardening to do before we go, no Tweetdeck til Sunday evening,",-1
too sick for rigging tomorrow.,-1
Have to go to the dreaded DMV tomorrow,-1
"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail",-1
 Hey! r u back in La right now?What was ur favorite part bout Europe? I`ve never been out of the country xcept Canada  XO Jenna,-1
 I wish I could have time for my xbox  project all tied,1
 Yay I love it when you host Money For Breakfast Jenna Lee  4hrs of you the amazing and so pretty and sexy Jenna Lee yay.,1
Gutted. The kitchen is empty literally EMPTY. No even kidding. I`m so hungry,-1
_jtv WHAT! I was only gone for 30 minutes and you`re already showing boobage without me?,-1
"  I just got through doing my work now I can take the whole day off, its great being your own boss",1
"  poor you lmao, just stick your head out the window!",-1
 etherreal WAS my main preoccupation. Now it`s EtherREAL`s preoccupation... humm... me ? schizophrenic ?,-1
 dohh! is it old? I had never heard it.. I`m so last year..,-1
 Instrumentalists like to give singers a hard time. But the vocalist`s job is the toughest when he/she is sick.,-1
Just got the Nashville IHOP staff to hit the Dougie with me and Mayne. What a **** night,1
I miss matt today,-1
Heading back home with a win!,1
my stomach hurts,-1
 good luck in the pressure test! don`t worry everything will be great,1
 I really wish I could,1
I`m very conflicted here.  I really like Mike but I still have feelings for Darrin.  It`s really complicated.  I don`t know what to do.,-1
 noticed that yesterday too...i`m actually really happy about that  #StarTrek,1
"Okay so yesterday was good went food shopping, cooked some chicken tacos and bakes some cookies!!!  Now I am back at work.",1
Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...,1
"little beetle not feeling any love  Searches are bring up zilch, bar 2 peeps that appear funny !!!",1
" Thank ye, Vaneta.  Much appreciated",1
 LOL Me too. Going out at 12am isn`t as easy as it used to be,-1
 Quite a few. Peacocks and Oceanographer`s Choice are my new favorites to play,1
 yeahhh! u`ve got plenty of great fans!! And in Spain too! u should come and play a gig here!!,1
ugh! nothing to do in the valley  Seriously gotta move out of here!!!,-1
"28deg C in here, all this tech in my room does have the major downside of a lot of heat, doesn`t help its hot outside 2",-1
wow the last hour of twittering that I`ve been doing has yet to be sent over to twitter..  guys bare w me...,-1
"_leigh Thank you,!  Just trying to stay in a positive head space to keep pushing through it all. How`s things at your end?",1
"Enjoyed this week off work, back next week",1
 I`m come and try to find you and be your fan too,1
 hey i know ya dont know me but i wanted to say yopu have helped me a lot i was over in iraq and i wanted to thank you,1
Feeling very tierd! too much college work!!!!!!,-1
mmm...reconsituted meat products and week-old veggies...gotta love that rehydrated warm milk for breakfast,1
 oh no  say it aint so,-1
thank god for some overcast and ivory. Trying to get my mom to take me out to lunch egh doesnt look like its gonna work.,1
"  Cant Thank YOu Enough, WHo is NITIN BETWEEN?",1
 well piss on that. I can`t get into their site @ work nor does it come thru on my phone.,-1
http://twitpic.com/670ar - this is post guitar hero **** kicking,-1
 i dont like #kde since ver. 4.0 its like vista  #fail,-1
"I need some motivation in my life, oh and some love would be nice too",1
 welcome,1
"I can`t wait to start my weekend. I`m so sick of working, I have to self-medicate, and I`m fresh out of herb",-1
_Itx no credits for me unfortunately!,-1
" It`s ugly and gray outside even in San Diego. Not too cold, will get to 70, but May-gray June-gloom for us all",-1
cookies are good,1
" He loved it, so Happy Birthday!!!   He said you sounded like a mixture of John Lennon, Chrissie Hynde, and Janis Joplin.",1
"_griffiths There was a good atmos. I decided to stay til closing, very funny!",1
  supporting superfly all the way,1
" I would lime them. Or lemon?  And deal, sounds fabulous to me!  Text me up when you`re back",1
Why don`t you make me feel like you used to,-1
 unfortunately I didn`t leave the house in time,-1
when da heck will the garage man get here I ask you.. WHEN..,-1
"Hey, hey, happy mother`s day!  http://plurk.com/p/svwii",1
_alfradique No fun   Well hopefully you don`t have much more to go...,1
mothers day...love you madre   chels tonight. cant wait for her to see her present!,1
Conference call with HP.  They gave me an invalid pass code so I can`t attend,-1
 FUZE was giving away capes at Komen`s Race for the Cure today! And I`d always love a hug from you hun!,1
The lab informs me the logic board is dead as well. It is farking expensive to replace. I don`t know what to do.  #MyPowerBookG4RIP,-1
We just hit 10000 views on myspace! Thanks everyone!,1
I`m not ready for my baby to be 3 tomorrow  she is growing so fast....,1
lao mein and spanikopita HAHA you would have to be here to know,1
 PS: Wish I were coming tonight.,-1
i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i`m defo off to portsmouth for a bit,-1
goodmorning everyone,1
 what did you think of the finale?  I thought it was kind of a cheap way out,-1
"Long day of dancin, travelin, and celebrating life  happy mothers day!!",1
Why am I always the one on time. They are always late. I wanna sleep. I miss Mere.,-1
 I want an invite - sick of seeing all these links for people playing and being left out,-1
I miss my puppy,-1
in San Jose.   having good time w/ bros.  Also helped dad edit next  Holy Land brochure. wish I could go!,1
 how`s the fam? Well I hope.,1
">>Why did the Blonde Keep failing her drivers license test-------->>>>>Everytime they stopped, she jumped in the back seat.",-1
 Come to Rochester with me and Nikki. Beer and a Hog Roast always helps.,1
  Thank you!,1
He put a **** mohawk in my son head.....he just killed my vibe as always,-1
"Well, she`s getting through.",1
No kickboxing classes today  pretty bummed. Still going to work out hard. http://myloc.me/1ZT0,-1
all alone for the weekend!,-1
Poor dead Josh.  http://bit.ly/JKpHn  Please leave your messages of condolences there.  #boy #rip,-1
watching the rain and reminiscing about the time when everytime it rained I was with the love of my life.,1
This is how much hair falls off everytime I shower. It`s more sad than disgusting  http://yfrog.com/6p190aj,-1
"pff, Life sucks sometimes!",-1
Wish I had a laptop charger so I could tweet faster,-1
"Waaah, asshat at CVS yesterday shortchanged me  I paid 10$ for chips.",-1
 Happy Mom`s Day!  Here in Spain it was last Sunday!! Any hint of when the first single will be out on radio? LYM!!  Mini,1
 not sexy with 2 tubes sticking out of my stomach  but thanks !,1
listening to David Archuleta album it`s amazing,1
 aww...thats a bummer,-1
I dont wanna im to spanish today,-1
"yep, good morning to you all  or night or evening or whatever xD",1
WORKK! yay,1
" Aww, thank you Soulmate! Haha.",1
"cars,,,,cars....cars.....I need one. ha ha. The one I found last night, that I wanted so bad! is now sold. And not to me",-1
 (RE:'your joint w/  is crazy!!') Thx    Hey Trax heard a 49er rear ended you??,1
_za thanks man. I can`t wait,1
I`ve been to Best Buy & Target and still no Electrik Red album! I`m loosing hope..they`ve never even heard of the girls,-1
" i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby",-1
Great exercise for a Sunday morning: 'stopping the wheel of karma' (R.A.W.) and transforming negativity into love... Life!,1
 yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,1
 Thank you Kirst - your posts on running inspired me,1
I wanna crawl under my desk and take a nap  nvrmind its dirty =/,-1
okay someplease save me!!! now I am watching ninja warrier and eating an egg roll from last night,-1
HAPPY MOTHERS DAY 2 ME,1
 Excellent point.,1
 oh and twas my very brilliant idea if I do say so myself  what can I say i`m an ideas woman,1
Good Morning! 'RETURN TO WILLEN ISLAND - Spring has most definitely sprung' ... http://bit.ly/EyRtT ... enjoy,1
Watching One Fine Day while eating my cereal. Start a good sunday with a good movie,1
OMG sore shoulder,-1
 You`re welcome! Cutie-pie kiddo.. in your picture btw  Love those shades!,1
goin ta bed now!   goodnite jessica,1
 lmao you witty wacko...loves it,1
" I refuse to get excited as I don`t want to be let down  if it happens, as long as it`s not between June 11 - 28 or I`d die",-1
"`If I don`t believe in Him, why would He believe in me?` -Bring Me The Horizon  A chill goes down my spine whenever I hear that line.",-1
"@_xotashhh I love having days off school, I had one on friday too",1
 u never sent me carrie. ur an ****. but an **** that i miss,-1
theres too much light pollution to see the stars,-1
sick n tired of people who steal other people`s work,-1
 I`m having trouble viewing it as well on you tube for some reason,-1
if i wasnt workin in 5 hours id be gettin ratarsed to the point where i couldnt even see let alone stand up...THAT is how **** i feel,-1
" #warmfuzzies to you, my friend",1
@_supernatural_ http://twitpic.com/66l83 - I really miss her.,-1
happy sunday all,1
 Please let me know if it is allright DE i need to know but first just wake up a little and enjoy the cofee  ****,1
 well maybe someone will care,1
"   Awww, that wasn`t very nice.",-1
slaving away at work,-1
"For US tweeps, don`t forget to call your mom today...",1
 haha i agree ! i am her test dummy. i just go in and say 'do whatever you want' and i always love it.  she is magic!,1
" ****, i dont have 2 work saturday, & i was suppose 2 hang out with my friend & watch it. we can still hang out but no JONAS =",-1
Going to tmobile  i need a new phone this G1 is so not working for me anymore,-1
 OOO YUK !! thats not good Im retching as we tweet,-1
 120mm films usually handled at Fuji  Oh I met a girl at San Diego. Kwento soon. I miss youuu!,-1
"That seized bolt, ya it`s still stuck! The bushing is actually seized to the bolt, very very lame   Perhaps some heat will work?",-1
 Hearing that my songs brighten someone`s day always makes ME grin.,1
Hates having broken wrist and has PE next ugh,-1
watching SNL with guess Justin Timberlake...OMG! He is too funny!  hahahah,1
Well off 2 bed...cant wait 2 party 4 Mother`s Day in like 14 hours or so,1
is gonna be mad hungry when I get home. Forgot my money...,-1
#bouvierb-day is on trending topics. ahh Happy Birthday Pierre Bouvier,1
http://skipall.com/8p.png  The come apart easy enough,1
sadly  brother told me there are no skateparks where he lives. BUMMER!,-1
Heaos keen for next weekend.        Mummy. <3,1
i hate stupid boys! arrgh,-1
 I hope you didn`t take that quote personally!! I`ve been throwing them out here and there all day-guess I shoulda waited a bit,-1
 sounds like you`re having a great time,1
" and Im just going into work... if we were married, we wud never see each other",-1
 Weird! Maybe all the updates just aren`t being sent to my phone  Haha,-1
Amazing day with my boyfriend. He`s a good drummer.,1
 pansy  wtf codeh?!,-1
I should have know that 'extra hand' comment would cause trouble...  About to upload House Music and Beyond Vol. 3,-1
Just got back from a run & I`m feeling grrrrrreeeeeaat!!!,1
 yes  and i want you to keep going if you would ;),1
Sunburn ouch,-1
 Fun times ~ that`s my friends beer!  here`s the pic`  http://yfrog.com/053agj,1
It appears I`m going home tomorrow...and it`s not a good thing...,-1
The graduation ceremony should be starting about now. I really wish I could be there.,1
- I LOVE YOU!!!! YOU MAKE ME SO HAPPY!!!!,1
 Thanks for sending the link.,1
  wish u could rub my head too,1
_Hodges Yup. Their loss.,-1
